IP.Address,Finished,F_SEX,AGE,F_AGECAT,RACE,DATAUSEa_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49
71.191.64.72,TRUE,Female,21,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
104.56.197.142,TRUE,Male,21,18-29,Black or African American,Acceptable,Unacceptable,Acceptable,Unacceptable
97.101.98.92,TRUE,Female,21,18-29,Hispanic or Latino,Acceptable,Acceptable,Unsure,Unsure
73.93.143.69,TRUE,Female,21,18-29,Prefer not to answer,Acceptable,Acceptable,Unacceptable,Acceptable
66.168.208.220,TRUE,Male,21,18-29,White,Acceptable,Acceptable,Unacceptable,Unacceptable
99.203.116.121,TRUE,Male,21,18-29,Black or African American,Acceptable,Unacceptable,Acceptable,Unsure
107.77.197.226,TRUE,Male,21,18-29,White,Acceptable,Unsure,Unacceptable,Acceptable
71.45.102.36,TRUE,Female,21,18-29,Black or African American,Acceptable,Unsure,Unsure,Acceptable
76.20.136.203,TRUE,Male,22,18-29,White,Unsure,Unsure,Unsure,Unsure
107.77.204.165,TRUE,Female,22,18-29,Black or African American,Unsure,Unsure,Unsure,Acceptable
129.15.135.248,TRUE,Male,22,18-29,White,Unsure,Acceptable,Acceptable,Acceptable
65.96.79.198,TRUE,Female,22,18-29,"Hispanic or Latino,White,Black or African American",Unsure,Acceptable,Acceptable,Acceptable
97.103.17.200,TRUE,Male,22,18-29,Hispanic or Latino,Unacceptable,Acceptable,Unacceptable,Unacceptable
8.9.83.131,TRUE,Female,22,18-29,White,Unacceptable,Acceptable,Unsure,Unacceptable
24.155.38.142,TRUE,Female,22,18-29,Hispanic or Latino,Unacceptable,Unsure,Acceptable,Unsure
24.88.161.247,TRUE,Male,22,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Acceptable
24.228.182.226,TRUE,Male,22,18-29,Asian or Asian American,Unacceptable,Acceptable,Unacceptable,Acceptable
47.42.1.85,TRUE,Male,22,18-29,White,Unacceptable,Acceptable,Acceptable,Unacceptable
73.211.36.128,TRUE,Female,22,18-29,Asian or Asian American,Unacceptable,Acceptable,Unsure,Acceptable
98.213.69.52,TRUE,Female,22,18-29,"Hispanic or Latino,White",Unacceptable,Acceptable,Acceptable,Acceptable
73.72.107.76,TRUE,Male,22,18-29,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
97.101.193.197,TRUE,Male,22,18-29,White,Unacceptable,Unacceptable,Unsure,Acceptable
73.12.105.180,TRUE,Female,22,18-29,Hispanic or Latino,Unacceptable,Unsure,Acceptable,Unsure
73.207.85.29,TRUE,Male,22,18-29,Black or African American,Unacceptable,Unacceptable,Acceptable,Unsure
156.19.246.38,TRUE,Female,22,18-29,Asian or Asian American,Unacceptable,Unacceptable,Acceptable,Unacceptable
24.31.23.25,TRUE,Male,22,18-29,Black or African American,Unacceptable,Acceptable,Unacceptable,Acceptable
50.124.21.222,TRUE,Male,22,18-29,White,Acceptable,Unacceptable,Acceptable,Acceptable
73.14.194.100,TRUE,Female,22,18-29,Black or African American,Acceptable,Acceptable,Unacceptable,Unsure
75.50.123.204,TRUE,Female,22,18-29,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
73.32.235.163,TRUE,Female,22,18-29,Black or African American,Acceptable,Acceptable,Unsure,Acceptable
73.90.115.176,TRUE,Female,22,18-29,"Hispanic or Latino,White",Acceptable,Unsure,Acceptable,Acceptable
72.87.77.185,TRUE,Male,22,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
73.211.15.147,TRUE,Female,22,18-29,Asian or Asian American,Acceptable,Unacceptable,Acceptable,Unsure
76.209.99.85,TRUE,Male,22,18-29,Black or African American,Acceptable,Unacceptable,Unacceptable,Unacceptable
209.133.216.94,TRUE,Male,22,18-29,Other,Acceptable,Unsure,Acceptable,Unsure
96.242.58.6,TRUE,Female,23,18-29,Asian or Asian American,Unsure,Unsure,Unacceptable,Unacceptable
73.5.195.60,TRUE,Male,23,18-29,"Hispanic or Latino,White",Unsure,Unsure,Unsure,Unacceptable
107.77.196.41,TRUE,Female,23,18-29,White,Unsure,Acceptable,Acceptable,Acceptable
173.168.89.119,TRUE,Male,23,18-29,White,Unsure,Acceptable,Acceptable,Acceptable
98.254.122.218,TRUE,Female,23,18-29,Black or African American,Unacceptable,Acceptable,Acceptable,Unacceptable
107.72.178.93,TRUE,Female,23,18-29,"Hispanic or Latino,White",Unacceptable,Unacceptable,Acceptable,Acceptable
24.176.166.194,TRUE,Male,23,18-29,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
71.73.89.179,TRUE,Male,23,18-29,Black or African American,Unacceptable,Unacceptable,Acceptable,Acceptable
142.54.28.75,TRUE,Female,23,18-29,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
108.65.201.52,TRUE,Female,23,18-29,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
47.157.214.21,TRUE,Female,23,18-29,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Unacceptable
172.113.122.68,TRUE,Female,23,18-29,"Hispanic or Latino,White",Unacceptable,Acceptable,Acceptable,Acceptable
141.152.26.134,TRUE,Male,23,18-29,Black or African American,Unacceptable,Unacceptable,Acceptable,Acceptable
73.198.12.69,TRUE,Female,23,18-29,White,Unacceptable,Acceptable,Acceptable,Acceptable
142.255.89.239,TRUE,Female,23,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Acceptable
104.50.20.232,TRUE,Female,23,18-29,White,Unacceptable,Unsure,Unacceptable,Unsure
98.235.63.153,TRUE,Male,23,18-29,"Hispanic or Latino,White",Unacceptable,Unsure,Unsure,Unsure
209.122.6.117,TRUE,Male,23,18-29,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unsure
73.165.243.154,TRUE,Male,23,18-29,Black or African American,Acceptable,Unacceptable,Acceptable,Unacceptable
71.234.215.215,TRUE,Female,23,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
66.8.154.23,TRUE,Male,23,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
72.15.124.205,TRUE,Female,23,18-29,White,Acceptable,Unacceptable,Unacceptable,Unsure
104.162.61.250,TRUE,Female,23,18-29,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
199.192.152.1,TRUE,Male,23,18-29,White,Acceptable,Unacceptable,Unsure,Unsure
99.203.55.97,TRUE,Male,23,18-29,Black or African American,Acceptable,Unacceptable,Unsure,Unacceptable
75.35.0.236,TRUE,Female,24,18-29,Hispanic or Latino,Unsure,Unsure,Unsure,Unsure
99.130.85.120,TRUE,Male,24,18-29,Black or African American,Unsure,Unacceptable,Unacceptable,Acceptable
66.17.127.118,TRUE,Female,24,18-29,White,Unsure,Acceptable,Acceptable,Acceptable
63.248.206.190,TRUE,Female,24,18-29,Black or African American,Unsure,Acceptable,Unsure,Acceptable
99.203.28.197,TRUE,Female,24,18-29,Hispanic or Latino,Unsure,Acceptable,Acceptable,Unacceptable
172.58.63.12,TRUE,Male,24,18-29,Hispanic or Latino,Unsure,Unsure,Unsure,Unsure
207.172.56.204,TRUE,Male,24,18-29,Asian or Asian American,Unacceptable,Acceptable,Acceptable,Acceptable
76.217.51.27,TRUE,Female,24,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
72.179.136.206,TRUE,Female,24,18-29,Native Hawaiian or Pacific Islander,Unacceptable,Unacceptable,Unsure,Unacceptable
71.210.136.127,TRUE,Male,24,18-29,Black or African American,Unacceptable,Unsure,Acceptable,Acceptable
174.59.53.118,TRUE,Female,24,18-29,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unsure,Unsure
45.36.208.18,TRUE,Male,24,18-29,Black or African American,Unacceptable,Unacceptable,Unacceptable,Acceptable
98.219.241.98,TRUE,Female,24,18-29,White,Unacceptable,Acceptable,Acceptable,Unacceptable
108.203.189.69,TRUE,Male,24,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
104.33.151.252,TRUE,Male,24,18-29,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Acceptable
72.240.86.193,TRUE,Male,24,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
76.17.187.4,TRUE,Male,24,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
104.183.60.101,TRUE,Female,24,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
72.239.130.8,TRUE,Male,24,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.11.107,TRUE,Male,24,18-29,White,Acceptable,Acceptable,Acceptable,Unsure
73.61.164.170,TRUE,Female,24,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
172.248.51.99,TRUE,Male,24,18-29,Other,Acceptable,Acceptable,Unacceptable,Unsure
207.98.193.214,TRUE,Male,24,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
76.181.180.60,TRUE,Female,24,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
108.76.152.66,TRUE,Female,25,18-29,White,Unsure,Unsure,Unsure,Unsure
173.54.212.233,TRUE,Female,25,18-29,White,Unsure,Acceptable,Unsure,Acceptable
73.30.53.226,TRUE,Female,25,18-29,Black or African American,Unsure,Unsure,Acceptable,Unsure
107.77.220.208,TRUE,Male,25,18-29,"Hispanic or Latino,White",Unsure,Unacceptable,Acceptable,Unsure
76.104.200.85,TRUE,Female,25,18-29,White,Unsure,Unacceptable,Unacceptable,Unacceptable
69.253.50.98,TRUE,Male,25,18-29,Hispanic or Latino,Unsure,Unsure,Unsure,Unsure
73.162.50.19,TRUE,Male,25,18-29,White,Unsure,Unsure,Unsure,Unsure
73.43.37.177,TRUE,Female,25,18-29,Black or African American,Unsure,Unacceptable,Unacceptable,Unsure
76.23.182.118,TRUE,Female,25,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.252.247.134,TRUE,Male,25,18-29,White,Unacceptable,Unsure,Unacceptable,Acceptable
24.210.44.23,TRUE,Male,25,18-29,Black or African American,Unacceptable,Unacceptable,Acceptable,Acceptable
67.171.201.252,TRUE,Female,25,18-29,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Unacceptable
174.81.22.64,TRUE,Male,25,18-29,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
174.105.40.79,TRUE,Female,25,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
74.133.236.55,TRUE,Female,25,18-29,White,Unacceptable,Acceptable,Acceptable,Unacceptable
24.153.45.172,TRUE,Male,25,18-29,Hispanic or Latino,Unacceptable,Unacceptable,Acceptable,Unacceptable
76.112.63.11,TRUE,Male,25,18-29,Black or African American,Acceptable,Unacceptable,Unacceptable,Unacceptable
174.87.123.219,TRUE,Male,25,18-29,"Hispanic or Latino,White",Acceptable,Unsure,Acceptable,Acceptable
96.239.74.193,TRUE,Male,25,18-29,Black or African American,Acceptable,Acceptable,Unacceptable,Acceptable
68.41.233.233,TRUE,Male,25,18-29,White,Acceptable,Acceptable,Unacceptable,Unacceptable
71.169.178.231,TRUE,Male,25,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
98.249.119.134,TRUE,Female,25,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
162.154.195.166,TRUE,Female,25,18-29,Black or African American,Acceptable,Acceptable,Unsure,Unacceptable
73.54.208.247,TRUE,Female,25,18-29,White,Acceptable,Acceptable,Unsure,Unacceptable
67.82.5.235,TRUE,Male,25,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
172.58.99.221,TRUE,Female,25,18-29,White,Acceptable,Unacceptable,Acceptable,Acceptable
174.52.138.49,TRUE,Female,26,18-29,Native Hawaiian or Pacific Islander,Unsure,Acceptable,Unacceptable,Acceptable
67.48.133.120,TRUE,Female,26,18-29,"Hispanic or Latino,White",Unsure,Unsure,Unacceptable,Acceptable
172.58.100.72,TRUE,Male,26,18-29,Hispanic or Latino,Unsure,Unacceptable,Unacceptable,Unacceptable
162.254.46.242,TRUE,Female,26,18-29,White,Unsure,Unsure,Unsure,Unsure
73.204.37.141,TRUE,Male,26,18-29,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unsure
24.245.118.159,TRUE,Male,26,18-29,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
100.12.38.172,TRUE,Male,26,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Acceptable
69.112.193.67,TRUE,Male,26,18-29,White,Unacceptable,Acceptable,Acceptable,Unacceptable
199.17.118.250,TRUE,Female,26,18-29,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
104.51.107.148,TRUE,Female,26,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.115.28.90,TRUE,Male,26,18-29,White,Unacceptable,Acceptable,Acceptable,Acceptable
75.142.26.15,TRUE,Male,26,18-29,White,Unacceptable,Acceptable,Acceptable,Acceptable
69.250.49.226,TRUE,Male,26,18-29,White,Unacceptable,Acceptable,Acceptable,Unacceptable
68.9.100.207,TRUE,Female,26,18-29,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
108.31.201.213,TRUE,Female,26,18-29,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
72.68.225.138,TRUE,Female,26,18-29,American Indian or Alaska Native,Acceptable,Acceptable,Acceptable,Acceptable
69.133.41.74,TRUE,Male,26,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
71.82.219.223,TRUE,Male,26,18-29,White,Acceptable,Unsure,Unsure,Unsure
172.58.35.237,TRUE,Male,26,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
99.10.77.237,TRUE,Female,26,18-29,White,Acceptable,Unacceptable,Unsure,Acceptable
72.183.4.43,TRUE,Female,26,18-29,White,Acceptable,Unsure,Unsure,Unsure
72.180.143.64,TRUE,Male,26,18-29,"Hispanic or Latino,White",Acceptable,Unacceptable,Acceptable,Acceptable
107.72.178.211,TRUE,Male,26,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
173.89.223.123,TRUE,Male,26,18-29,Black or African American,Acceptable,Unsure,Acceptable,Unacceptable
100.8.201.214,TRUE,Male,26,18-29,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
166.181.80.36,TRUE,Male,26,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
108.49.75.7,TRUE,Female,26,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
73.137.233.138,TRUE,Male,26,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
172.220.78.56,TRUE,Female,27,18-29,White,Unsure,Acceptable,Unacceptable,Unacceptable
107.77.203.47,TRUE,Female,27,18-29,"White,American Indian or Alaska Native",Unsure,Acceptable,Unsure,Unacceptable
24.34.73.25,TRUE,Female,27,18-29,Black or African American,Unsure,Unsure,Unsure,Unsure
73.97.38.204,TRUE,Male,27,18-29,White,Unsure,Unsure,Acceptable,Unsure
47.139.16.249,TRUE,Male,27,18-29,Asian or Asian American,Unacceptable,Unacceptable,Acceptable,Unacceptable
72.86.43.6,TRUE,Female,27,18-29,White,Unacceptable,Unsure,Acceptable,Unsure
99.203.49.206,TRUE,Male,27,18-29,White,Unacceptable,Unacceptable,Acceptable,Acceptable
71.222.219.131,TRUE,Male,27,18-29,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
100.10.38.32,TRUE,Male,27,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Acceptable
50.34.40.41,TRUE,Female,27,18-29,Asian or Asian American,Unacceptable,Unsure,Acceptable,Unsure
74.140.130.69,TRUE,Male,27,18-29,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Unacceptable
100.1.233.108,TRUE,Female,27,18-29,White,Unacceptable,Unsure,Unsure,Unacceptable
69.57.18.244,TRUE,Female,27,18-29,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
73.3.178.183,TRUE,Male,27,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
162.72.253.21,TRUE,Female,27,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
69.24.184.120,TRUE,Male,27,18-29,White,Acceptable,Acceptable,Acceptable,Unacceptable
99.203.34.152,TRUE,Female,27,18-29,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unacceptable
108.53.218.11,TRUE,Female,27,18-29,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unsure
98.180.199.213,TRUE,Female,27,18-29,Black or African American,Acceptable,Unacceptable,Unacceptable,Unacceptable
68.63.249.118,TRUE,Female,27,18-29,White,Acceptable,Unacceptable,Acceptable,Unsure
107.214.242.170,TRUE,Male,28,18-29,White,Unsure,Unsure,Unsure,Unsure
50.35.69.137,TRUE,Male,28,18-29,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
76.102.13.67,TRUE,Male,28,18-29,Asian or Asian American,Unacceptable,Unacceptable,Acceptable,Unacceptable
72.208.70.128,TRUE,Male,28,18-29,Asian or Asian American,Unacceptable,Acceptable,Acceptable,Acceptable
107.13.74.137,TRUE,Male,28,18-29,White,Unacceptable,Unacceptable,Acceptable,Acceptable
73.45.221.77,TRUE,Male,28,18-29,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Acceptable
99.203.65.58,TRUE,Female,28,18-29,Black or African American,Unacceptable,Unacceptable,Acceptable,Acceptable
67.240.39.230,TRUE,Male,28,18-29,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
173.174.33.177,TRUE,Female,28,18-29,"Hispanic or Latino,White",Unacceptable,Unacceptable,Acceptable,Unacceptable
108.85.229.24,TRUE,Female,28,18-29,Prefer not to answer,Acceptable,Unacceptable,Unacceptable,Acceptable
75.189.144.151,TRUE,Male,28,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
98.114.148.99,TRUE,Female,28,18-29,Asian or Asian American,Acceptable,Unsure,Unacceptable,Unsure
98.214.135.82,TRUE,Female,28,18-29,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
155.186.116.167,TRUE,Female,28,18-29,Black or African American,Acceptable,Unacceptable,Unacceptable,Acceptable
98.4.185.142,TRUE,Male,28,18-29,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
174.70.102.240,TRUE,Male,28,18-29,Black or African American,Acceptable,Unacceptable,Unacceptable,Unacceptable
147.26.87.117,TRUE,Male,28,18-29,"Hispanic or Latino,Black or African American",Acceptable,Unacceptable,Unacceptable,Acceptable
99.127.69.13,TRUE,Female,28,18-29,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
108.210.86.224,TRUE,Female,28,18-29,White,Acceptable,Acceptable,Acceptable,Acceptable
68.175.104.182,TRUE,Female,29,18-29,Black or African American,Unsure,Unacceptable,Unacceptable,Unacceptable
174.18.102.162,TRUE,Female,29,18-29,"Hispanic or Latino,Black or African American",Unsure,Unacceptable,Unacceptable,Unsure
173.69.28.32,TRUE,Male,29,18-29,Black or African American,Unacceptable,Acceptable,Acceptable,Acceptable
71.88.37.23,TRUE,Male,29,18-29,Hispanic or Latino,Unacceptable,Unsure,Unsure,Unsure
67.167.77.157,TRUE,Male,29,18-29,White,Unacceptable,Unsure,Acceptable,Unacceptable
173.25.81.246,TRUE,Male,29,18-29,Black or African American,Unacceptable,Acceptable,Unacceptable,Acceptable
172.58.229.229,TRUE,Female,29,18-29,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Acceptable
73.185.29.46,TRUE,Female,29,18-29,Asian or Asian American,Unacceptable,Acceptable,Acceptable,Unacceptable
96.253.207.244,TRUE,Female,29,18-29,"White,Black or African American,American Indian or Alaska Native",Unacceptable,Unsure,Unacceptable,Unacceptable
73.85.203.119,TRUE,Female,29,18-29,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
68.33.117.239,TRUE,Female,29,18-29,White,Unacceptable,Unacceptable,Acceptable,Unsure
67.165.128.81,TRUE,Female,29,18-29,White,Unacceptable,Unacceptable,Unsure,Unacceptable
166.181.82.143,TRUE,Female,29,18-29,White,Unacceptable,Unacceptable,Acceptable,Unsure
74.105.160.100,TRUE,Male,29,18-29,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
172.58.155.87,TRUE,Female,29,18-29,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
74.138.212.65,TRUE,Female,29,18-29,"White,Black or African American",Acceptable,Acceptable,Acceptable,Acceptable
174.195.138.8,TRUE,Male,29,18-29,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
68.32.89.158,TRUE,Female,29,18-29,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
107.135.74.72,TRUE,Female,29,18-29,Black or African American,Acceptable,Acceptable,Unsure,Acceptable
71.65.118.221,TRUE,Female,29,18-29,Black or African American,Acceptable,Unacceptable,Acceptable,Unsure
